Page,Provider,Provider Info,Base,Quote,Price,Checks,Address,Address Link
"14","PendlewOETH","Pendle","PENDLE-LPT","wOETH","•2.13622","(3)(4)","0x47a4...37EA04","https://etherscan.io/address/0x47a460631B4f534914Fa428FAB12E70a0e37EA04"
"14","CrossPENDLE-LPT/wOETH/OETH","Cross","PENDLE-LPT","OETH","•2.44879","(2)(5)","0x5D16...687D5A","https://etherscan.io/address/0x5D16D2b14A174f48AEE6FE7845029aA2C6687D5A"
"14","CrossPENDLE-LPT/OETH/WETH","Cross","PENDLE-LPT","WETH","•2.44418Ξ","(2)(5)","0x0Bfb...De52c2","https://etherscan.io/address/0x0Bfb5F990d63c956595Bb8CbbDF533d376De52c2"
"14","CrossPT-pUSDe-16OCT2025/USDe/USD","Cross","PT-pUSDe-16OCT2025","USD","•$0.99938","(1)(6)","0xCA5B...56B85f","https://etherscan.io/address/0xCA5B7044BE73671FD6707C2312cEC7C07556B85f"
"14","ChainlinkXAU / USD (0.3%, 86400s)","Chainlink","XAUt","USD","•$4344.58","(1)(6)","0x6Cbc...90f699","https://etherscan.io/address/0x6CbcA9757201680F65Bc10022395C224b490f699"
"14","UnknownUnknown AggregatorV3 Feed","Unknown","RZR","USD","•Error fetching price","(2)(5)","0x1A80...52663E","https://etherscan.io/address/0x1A808d3c2ac8bA00D7edA27124Ea3f392B52663E"
"14","Fixed Rate1:1 USDe/USD","Fixed Rate","USDe","USD","•$1","(1)(6)","0x95dF...9b8439","https://etherscan.io/address/0x95dF7A30aF54cc05d1CFB1E9d7655f12269b8439"
"14","CrossPT-pUSDe-16OCT2025/USDe/USD","Cross","PT-pUSDe-16OCT2025","USD","•$1","(1)(6)","0xD7AD...F21895","https://etherscan.io/address/0xD7AD788Fee2a7f7CADA6e82860D8DAed9eF21895"
"14","CrosslstRZR/RZR/USD","Cross","lstRZR","USD","•Error fetching price","(1)(6)","0x8d5C...6C78cd","https://etherscan.io/address/0x8d5C278Be06f7d3Fc676AB2CB7278446306C78cd"
"14","CrossUSDe/USD/USDC","Cross","USDe","USDC","•0.99943","(2)(5)","0x833a...acc25C","https://etherscan.io/address/0x833ab7F07D666CD8261AE7F4aAeC07c620acc25C"
"14","PendleUnknown pool","Pendle","PENDLE-LPT","USDe","•2.80487","(3)(4)","0xe082...96C3d3","https://etherscan.io/address/0xe082f08Fc575D78dC1cBc0c57D704Ad45896C3d3"
"14","CrossPENDLE-LPT/USDe/USDC","Cross","PENDLE-LPT","USDC","•2.80327","(2)(5)","0x5454...26c7f3","https://etherscan.io/address/0x5454C1Ca7FBA0cEA7464a84A180148EC5d26c7f3"
"14","CrossUSR/USD/USDC","Cross","USR","USDC","•1.0004","(2)(5)","0x9046...3f522c","https://etherscan.io/address/0x9046a349eaBaD97b61f90c28135374e08C3f522c"
"14","CrossPENDLE-LPT/USR/USDC","Cross","PENDLE-LPT","USDC","•Error fetching price","(2)(5)","0xDf12...748f5E","https://etherscan.io/address/0xDf12B809043eB734054bE8A005bdb71211748f5E"
"14","ChainlinkFRAX / USD (1%, 3600s)","Chainlink","FRAX","USD","•$0.99340","(1)(6)","0x5Ad7...E3F7E3","https://etherscan.io/address/0x5Ad70179E88384ef75D63cd032d8DF68afE3F7E3"
"14","ChainlinkfrxUSD / USD (0.5%, 86400s)","Chainlink","frxUSD","USD","•$0.99947","(2)(5)","0x32B7...f37c25","https://etherscan.io/address/0x32B7F35a8DF33e48Ebd373d90C9f24641Df37c25"
"15","Fixed Rate1:1 uniBTC/WBTC","Fixed Rate","uniBTC","WBTC","•1","(1)(6)","0xD802...d3c311","https://etherscan.io/address/0xD802AD35342C39765B74205483c8f8558Fd3c311"
"15","PendleuniBTC","Pendle","PT-uniBTC-18DEC2025","WBTC","•0.99982","(1)(6)","0xF51f...D43bDc","https://etherscan.io/address/0xF51f47ed3f7412EB10Cd2C0B6a7D190524D43bDc"
"15","PendleUnknown pool","Pendle","PENDLE-LPT","USR","•2.69057","(3)(4)","0x2312...6e98EB","https://etherscan.io/address/0x2312c31C420aED3a5Fb3E5AF49e2b1dE616e98EB"
"15","CrossPENDLE-LPT/USR/USDC","Cross","PENDLE-LPT","USDC","•2.69166","(2)(5)","0x3981...7037A9","https://etherscan.io/address/0x3981E3477941a543691E7d9d76782EA8c37037A9"
"15","Fixed Rate1:1 AUSD/USD","Fixed Rate","AUSD","USD","•$1","(1)(6)","0xbd33...2121DC","https://etherscan.io/address/0xbd33656CC2a1096024203485945A60224A2121DC"
"15","ChainlinkfrxUSD / USD (0.5%, 86400s)","Chainlink","frxUSD","USD","•$0.99947","(1)(6)","0x252e...e656a7","https://etherscan.io/address/0x252e25BD698EA17945419A705a783242e1e656a7"
"15","ChainlinkUSD1 / USD (0.5%, 86400s)","Chainlink","USD1","USD","•$0.99906","(1)(6)","0x1d55...Fa0eaB","https://etherscan.io/address/0x1d55c9DeaE096e2D5D2427E67505238334Fa0eaB"
"15","UnknownUnknown AggregatorV3 Feed","Unknown","TBILL","USD","•$1.12799","(2)(5)","0x3577...78B840","https://etherscan.io/address/0x3577A7eA55fD30D489640791BA903B6FA278B840"
"15","CrosswOETH/OETH/WETH","Cross","wOETH","WETH","•1.14416Ξ","(2)(5)","0x5601...D5230E","https://etherscan.io/address/0x5601A69DF4C4f46aF807Dcc5131f94CC45D5230E"
"15","RedStonecUSD_FUNDAMENTAL/USD (0.05%, 86400s)","RedStone","cUSD","USD","•$0.99987","(1)(6)","0x31b6...900CC3","https://etherscan.io/address/0x31b68Dd6974dA331Fea28BDEd6f4adF355900CC3"
"15","CrossPT-stcUSD-29JAN2026/cUSD/USD","Cross","PT-stcUSD-29JAN2026","USD","•$0.98935","(1)(6)","0x3b74...2670c3","https://etherscan.io/address/0x3b7448cc00dfb2b8A407F245f8a546C2F32670c3"
"15","CrossPT-cUSD-29JAN2026/cUSD/USD","Cross","PT-cUSD-29JAN2026","USD","•$0.98909","(1)(6)","0xde2c...86B2Cd","https://etherscan.io/address/0xde2c21dB4110263549960bD423F837241D86B2Cd"
"15","CrossPT-USDe-27NOV2025/USDe/USD","Cross","PT-USDe-27NOV2025","USD","•$0.99938","(1)(6)","0x3FC2...1b4F12","https://etherscan.io/address/0x3FC2228E67D131dE974A0A42FB2E1A94D71b4F12"
"15","CrossPT-sUSDE-27NOV2025/USDe/USD","Cross","PT-sUSDE-27NOV2025","USD","•$0.99938","(1)(6)","0x5629...Ec1832","https://etherscan.io/address/0x56292911Ae5993C25948EE24273734e6abEc1832"
"15","PendleUnknown pool","Pendle","PT-YU-4DEC2025","USD","•$1","(1)(6)","0xB0Bc...0e9576","https://etherscan.io/address/0xB0Bc38a7a68E4F88bb07c9a71B431067470e9576"
"15","PendlesUSDf","Pendle","PT-sUSDf-29JAN2026","USD","•$0.98884","(1)(6)","0x2623...a9A602","https://etherscan.io/address/0x2623c14813e14482cA902F352BFa075259a9A602"
"15","CrossPT-USR-4DEC2025/USR/USD","Cross","PT-USR-4DEC2025","USD","•$1","(1)(6)","0x89C4...C050C6","https://etherscan.io/address/0x89C45768020De53507E01979eA0ad46fC7C050C6"
"15","CrossPT-wstUSR-29JAN2026/USR/USD","Cross","PT-wstUSR-29JAN2026","USD","•$0.99258","(1)(6)","0x0Cec...dad9D6","https://etherscan.io/address/0x0Cec39d86D04BA7217481760b3E1669fc1dad9D6"
"15","CrossPT-RLP-4DEC2025/USDC/USD","Cross","PT-RLP-4DEC2025","USD","•$0.99989","(1)(6)","0xEA2D...b788B5","https://etherscan.io/address/0xEA2DC00FA9347A8D438eC8B8D1aAA2b6a8b788B5"
"15","UnknownUnknown AggregatorV3 Feed","Unknown","xUSD","USD","•$1.26595","(2)(5)","0x1aad...94b707","https://etherscan.io/address/0x1aadDb306c9395C1868444346a28FCFF0094b707"
"16","UnknownUnknown AggregatorV3 Feed","Unknown","xBTC","USD","•$95818","(2)(5)","0x3070...76c026","https://etherscan.io/address/0x3070382CD4167537D343ee0eAa44FB54d876c026"
"16","UnknownUnknown AggregatorV3 Feed","Unknown","xETH","USD","•$3432.51","(2)(5)","0xD4A4...2fDF64","https://etherscan.io/address/0xD4A45B9aD480446B313D33240E940310e82fDF64"
"16","Fixed Rate1:1 USDaf/USD","Fixed Rate","USDaf","USD","•$1","(1)(6)","0x9B40...Eb07F5","https://etherscan.io/address/0x9B403C1D62D273131BdDF1920Fe357Bc19Eb07F5"
"16","PendleUnknown pool","Pendle","PT-sUSDaf-13NOV2025","USD","•$1","(1)(6)","0x0486...9364D0","https://etherscan.io/address/0x048652F1A3C6FA4D2049c9C5Bdf99d7C379364D0"
"16","PendleUnknown pool","Pendle","PT-USDaf-13NOV2025","USD","•$1","(1)(6)","0x669c...7D7166","https://etherscan.io/address/0x669c360863d619D0d4dc4D27df82c0bBc87D7166"
"16","UnknownUnknown AggregatorV3 Feed","Unknown","mHYPER","USD","•$1.06224","(2)(5)","0xA798...938427","https://etherscan.io/address/0xA798b4aDcAd1C8D3c02662147AFB5d85Be938427"
"16","PendleUnknown pool","Pendle","PT-mHYPER-20NOV2025","USD","•$1","(1)(6)","0x9F7f...d4328E","https://etherscan.io/address/0x9F7f026111A6A34BDAf1D71D8626091Ed7d4328E"
"16","UnknownUnknown AggregatorV3 Feed","Unknown","mAPOLLO","USD","•$1.05569","(2)(5)","0x1ff4...b35Fb9","https://etherscan.io/address/0x1ff4967c34CA2C83f6275A5E4De8f4B7a2b35Fb9"
"16","PendleUnknown pool","Pendle","PT-mAPOLLO-20NOV2025","USD","•$1","(1)(6)","0x067e...5e108C","https://etherscan.io/address/0x067eF4a2d9297879B81851fFf8DE34917F5e108C"
"16","CrossPT-tUSDe-18DEC2025/USDe/USD","Cross","PT-tUSDe-18DEC2025","USD","•$0.99831","(1)(6)","0xd744...40CD22","https://etherscan.io/address/0xd7440B786f38ab805d94f6A8F3ee398B8340CD22"
"16","RedStonefxUSD/USD (0.2%, 86400s)","RedStone","fxUSD","USD","•$0.99978","(1)(6)","0x8463...94A029","https://etherscan.io/address/0x8463E91343edFcfe56a9E373f59eabAB7a94A029"
"16","UnknownUnknown AggregatorV3 Feed","Unknown","fxSAVE","USD","•$1.07227","(2)(5)","0x922c...060421","https://etherscan.io/address/0x922c2a43486650cA4D3924d38B9417accA060421"
"16","PendleUnknown pool","Pendle","PENDLE-LPT","USDC","•1.81804e+6","(3)(4)","0x7E35...3E64e6","https://etherscan.io/address/0x7E356E4e7Aa91dDBdb7C6C0b9C24e5BedE3E64e6"
"16","Fixed Rate1:1 mUSD/USD","Fixed Rate","mUSD","USD","•$1","(1)(6)","0xb500...31ffb4","https://etherscan.io/address/0xb5004f2e4bcB95bE4ba61a891ca3bB63bB31ffb4"
"16","PendleUnknown pool","Pendle","PENDLE-LPT","USDC","•1.90217e+6","(3)(4)","0x12B3...A93883","https://etherscan.io/address/0x12B34c2D32B188378993c3F370177B333BA93883"
"16","PendleUnknown pool","Pendle","PT-xUSD-18DEC2025","xUSD","•0.99768","(1)(6)","0xD735...363eb1","https://etherscan.io/address/0xD7353ed4d823094f9846f68457dbFE7dDb363eb1"
"16","PendleUnknown pool","Pendle","PT-xUSD-18DEC2025","USD","•$0.99768","(1)(6)","0x526B...16f839","https://etherscan.io/address/0x526B34d0E9d3b25Fc2F2aA5Ff7bB144C3516f839"
"16","CrossUSDC/USD/EUL","Cross","USDC","EUL","•0.28611","(1)(6)","0x336D...fbA6E8","https://etherscan.io/address/0x336D821459db40bA9bfb8a1a89457D689AfbA6E8"
"16","ChronicleWSTRBTC/USD","Chronicle","wstrBTC","USD","•$92238.1","(2)(4)","0x28E3...583b85","https://etherscan.io/address/0x28E36Ea7481934a651DA81483358C67A51583b85"
"16","PendlehwHLP","Pendle","PT-hwHLP-18DEC2025","USD","•$0.99175","(1)(6)","0x6329...4c4c0b","https://etherscan.io/address/0x6329F8B6B72189Fb7039A0B966Ae8D31B14c4c0b"
"17","UnknownUnknown AggregatorV3 Feed","Unknown","mFARM","USD","•$0.00000","(2)(5)","0xaB45...9484e6","https://etherscan.io/address/0xaB45699Abd95f9fB846225bB14F418D0119484e6"
"17","PendleUnknown pool","Pendle","PT-mFARM-11DEC2025","USD","•$0.00000","(1)(6)","0x6749...c5Ab83","https://etherscan.io/address/0x67497a35A59C1526FF29D7444c9B96f363c5Ab83"
"17","UnknownUnknown AggregatorV3 Feed","Unknown","mevBTC","WBTC","•0.00000","(2)(5)","0x7cb3...996fAA","https://etherscan.io/address/0x7cb33Db0f992dD388a9A3351004D89F4F5996fAA"
"17","UnknownUnknown AggregatorV3 Feed","Unknown","RZR","USD","•$0.00000","(2)(5)","0x479F...cE354C","https://etherscan.io/address/0x479F903243fBCd02d4b54688c192a0A94EcE354C"
"17","CrosslstRZR/RZR/USD","Cross","lstRZR","USD","•$0.00000","(1)(6)","0x55B3...d74328","https://etherscan.io/address/0x55B3E08C4ceBDc50dBfa013c0c4760a52Bd74328"
"17","Rate ProvideryUSD/USD","Rate Provider","yUSD","USD","•$0.00000","(1)(5)","0x51E1...42504b","https://etherscan.io/address/0x51E1e58a28B4b493EBe00b3C26c8fCe55542504b"
"17","Fixed Rate1:1 PT-hwHLP-25SEP2025/USD","Fixed Rate","PT-hwHLP-25SEP2025","USD","•$0.00000","(1)(6)","0x9639...5F90a4","https://etherscan.io/address/0x963919A10E2FB623010db2a4AeAF752b7F5F90a4"
"17","PythCrypto.W/USD (120s, ±300bps)","Pyth","W","USD","•$0.00000","(1)(10)","0x68b6...85FFa9","https://etherscan.io/address/0x68b649b880Bd622F8f3fB57bF4d750Cb3085FFa9"
"17","PendlesrUSDe","Pendle","PT-srUSDe-15JAN2026","USD","•$0.00000","(1)(6)","0xBa19...96D539","https://etherscan.io/address/0xBa197171A57Db7Da18bf7B0C86A586BE5196D539"
"17","PendlejrUSDe","Pendle","PT-jrUSDe-15JAN2026","USD","•$0.00000","(1)(6)","0x3cf1...02662C","https://etherscan.io/address/0x3cf1D4ffafe4d01C71315412F221F9ED7402662C"
"17","PendleUnknown pool","Pendle","PT-alUSD-11DEC2025","USD","•$0.00000","(1)(6)","0xa25B...9085A2","https://etherscan.io/address/0xa25B9BDB42EdB5DaEB00DAb5e91c9983709085A2"
"17","CrossPT-jrUSDe-15JAN2026/USDe/USD","Cross","PT-jrUSDe-15JAN2026","USD","•$0.00000","(1)(6)","0xffE3...FaB24E","https://etherscan.io/address/0xffE3b09B0647cD496D37815F9C8540Dca9FaB24E"
"17","CrossPT-srUSDe-15JAN2026/USDe/USD","Cross","PT-srUSDe-15JAN2026","USD","•$0.00000","(1)(6)","0x5ae8...78c275","https://etherscan.io/address/0x5ae8C1300245eAE3f64625FAA20EC9c35A78c275"
"17","CrossPT-alUSD-11DEC2025/USDC/USD","Cross","PT-alUSD-11DEC2025","USD","•$0.00000","(1)(6)","0xA526...7b6cfF","https://etherscan.io/address/0xA5263145d8c9bfC89C7a55ea21Fb5B617c7b6cfF"
"17","CrossPT-cUSD-29JAN2026/cUSD/USD","Cross","PT-cUSD-29JAN2026","USD","•$0.00000","(1)(6)","0x5575...58Dcc1","https://etherscan.io/address/0x55757D7dB2811dd57B4edD5F3594Aa7a9058Dcc1"
"17","CrossPT-stcUSD-29JAN2026/cUSD/USD","Cross","PT-stcUSD-29JAN2026","USD","•$0.00000","(1)(6)","0xcF8F...972785","https://etherscan.io/address/0xcF8F3A674063C9cB253911718E4d120884972785"
"17","CrossJPYC/undefined/USD","Cross","JPYC","USD","•$0.00000","(3)(4)","0xb0BB...5Ded02","https://etherscan.io/address/0xb0BB06a3Eb0def5A7FcbA6f0706e50D14b5Ded02"
"17","PythCrypto.ETH/USD (120s, ±300bps)","Pyth","WETH","USD","•$0.00000","(1)(10)","0xFE4f...2079E7","https://etherscan.io/address/0xFE4f419D01e095284B401AE832978cf2742079E7"
"17","PythCrypto.WSTETH/USD (120s, ±300bps)","Pyth","wstETH","USD","•$0.00000","(1)(10)","0x960b...96eEca","https://etherscan.io/address/0x960ba5d88BE8ffF0BA7Fd8A0d12a38eFE596eEca"
"17","PythCrypto.BTC/USD (120s, ±300bps)","Pyth","cbBTC","USD","•$0.00000","(2)(9)","0xe737...E964c0","https://etherscan.io/address/0xe737A44B9f5B3b4816cad0E20161AC5432E964c0"
"18","PythCrypto.WEETH/USD (120s, ±300bps)","Pyth","weETH","USD","•$3508.55","(1)(10)","0xBB79...6AA6a6","https://etherscan.io/address/0xBB79742Cb4e879de83db6aD07068BaBAfb6AA6a6"
"18","PythCrypto.BTC/USD (120s, ±300bps)","Pyth","WBTC","USD","•$92290","(2)(9)","0x663F...C8eF00","https://etherscan.io/address/0x663FA9E1908fa3d0B069f9A0A9a9a4A213C8eF00"
"18","PythCrypto.RSETH/USD (120s, ±300bps)","Pyth","rsETH","USD","•$3432.23","(11)","0xa11b...a14628","https://etherscan.io/address/0xa11bcc781F24e87d55D256Edd50d6E8D6aa14628"
"18","UnknownUnknown AggregatorV3 Feed","Unknown","RZR","USD","•Error fetching price","(2)(5)","0x27E1...5Fc62A","https://etherscan.io/address/0x27E148cc07DAa5bD29Ed1c791e93595E125Fc62A"
"18","CrossxBTC/WBTC/USD","Cross","xBTC","USD","•$95758.6","(1)(6)","0xD71c...8CF1a4","https://etherscan.io/address/0xD71c39a4FC2Ad16937964F2a39Ba90ABab8CF1a4"
"18","CrossxETH/WETH/USD","Cross","xETH","USD","•$3432.51","(1)(6)","0x6C1b...Bf48bf","https://etherscan.io/address/0x6C1b2FF3eB1f054b68a2fdA63315914289Bf48bf"
"18","Fixed Rate1:1.2658474677996 xUSD/USD","Fixed Rate","xUSD","USD","•$1.26585","(2)(5)","0x9bBd...dec154","https://etherscan.io/address/0x9bBdC55355ef3b74Af5221Ed2Bd645217Adec154"
"18","UnknownUnknown AggregatorV3 Feed","Unknown","PT-fxSAVE-30APR2026","USD","•$0.97466","(2)(5)","0x5Fa1...3e5527","https://etherscan.io/address/0x5Fa1158135C592210D174dd11aB05626B13e5527"
"18","CrossPT-USDe-5FEB2026/USDe/USD","Cross","PT-USDe-5FEB2026","USD","•$0.99247","(1)(6)","0x6a56...a84DC7","https://etherscan.io/address/0x6a569EfB73AeA68a3B93Fb9Deb659074Aaa84DC7"
"18","CrossPT-sUSDE-5FEB2026/USDe/USD","Cross","PT-sUSDE-5FEB2026","USD","•$0.99126","(1)(6)","0xF615...5E6683","https://etherscan.io/address/0xF6151700c3C1d5de33319171Bfe5174b705E6683"
"18","CrossPT-cUSDO-28MAY2026/USDO/USD","Cross","PT-cUSDO-28MAY2026","USD","•$0.98323","(1)(6)","0xA625...62c564","https://etherscan.io/address/0xA625CbAEFFe19374ED9df500C9ed87D4d962c564"
"18","LidowstETH/stETH","Lido","wstETH","stETH","•1.22163","(7)","0xd1DD...31FFF3","https://etherscan.io/address/0xd1DD0C964B0d137498C630B8b7fEd1F88631FFF3"
"18","ChronicleMKR/USD","Chronicle","MKR","USD","•Error fetching price","(6)","0x5c5B...9A25Cf","https://etherscan.io/address/0x5c5B67D71559744d5d1DbB2c9C282761919A25Cf"
"18","Chainlink1INCH / ETH (2%, 86400s)","Chainlink","1INCH","WETH","•0.00005Ξ","(7)","0x0409...16b31B","https://etherscan.io/address/0x0409951BaF30bfAd7EC3c2584CBCB120f816b31B"
"18","ChainlinkAAVE / ETH (2%, 86400s)","Chainlink","AAVE","WETH","•0.06289Ξ","(7)","0x175e...68A370","https://etherscan.io/address/0x175eCF37C049c089e44A6C195519f0Ed4368A370"
"18","UnknownUnknown AggregatorV3 Feed","Unknown","EURA","EUR","•Error fetching price","(1)(6)","0x4d0d...8e6D5D","https://etherscan.io/address/0x4d0d1B45834e8185e7ddB4aD8Fc64884fa8e6D5D"
"18","ChainlinkBAL / ETH (2%, 86400s)","Chainlink","BAL","WETH","•0.00021Ξ","(7)","0xD671...FD5363","https://etherscan.io/address/0xD671f3e5597a1396Dc427FBbD6B3e3f6C6FD5363"
"18","ChainlinkBTC / USD (0.5%, 3600s)","Chainlink","BTC","USD","•$92303.8","(7)","0x0484...6e5A33","https://etherscan.io/address/0x0484Df76f561443d93548D86740b5C4A826e5A33"
"18","ChainlinkCRV / ETH (2%, 86400s)","Chainlink","CRV","WETH","•0.00012Ξ","(7)","0xe788...55f81a","https://etherscan.io/address/0xe7884FEe13B1FB49d5598e68D7B4476D0555f81a"
"18","ChainlinkCRV / USD (1%, 86400s)","Chainlink","CRV","USD","•$0.40067","(7)","0x9bf0...BEFf9C","https://etherscan.io/address/0x9bf043B79b9BEFAF3b9839fFC51dF0c008BEFf9C"
"19","ChainlinkCVX / ETH (2%, 86400s)","Chainlink","CVX","WETH","•0.00057Ξ","(7)","0xBE42...63B283","https://etherscan.io/address/0xBE42faeA74e76CEb62DEfa279bAba3eCfb63B283"
"19","ChainlinkDAI / ETH (1%, 86400s)","Chainlink","DAI","WETH","•0.00031Ξ","(7)","0xBc31...d51733","https://etherscan.io/address/0xBc312189BA9a87093321609af6de6C5A34d51733"
"19","ChainlinkENS / USD (2%, 86400s)","Chainlink","ENS","USD","•$11.0942","(7)","0xE280...1C1030","https://etherscan.io/address/0xE280D813190c57EaF64a71Ab4DAbc802411C1030"
"19","ChainlinkETH / BTC (0.5%, 3600s)","Chainlink","WETH","BTC","•0.03515₿","(7)","0xccE9...5Ee704","https://etherscan.io/address/0xccE9D62e73d97CEF4F09c73f6924234B435Ee704"
"19","ChainlinkETHx / ETH (0.5%, 86400s)","Chainlink","ETHx","WETH","•1.076Ξ","(7)","0x0fe1...9f94d9","https://etherscan.io/address/0x0fe1A11CC41459A60471BEF0177C08C4f09f94d9"
"19","ChainlinkEUR / USD (0.15%, 86400s)","Chainlink","EUR","USD","•$1.1735","(7)","0x8453...a7AFaC","https://etherscan.io/address/0x8453AEEd36efF2c88f237c78ce3e643d04a7AFaC"
"19","ChainlinkFRAX / ETH (2%, 86400s)","Chainlink","FRAX","WETH","•0.00031Ξ","(7)","0x81D2...78665e","https://etherscan.io/address/0x81D21c8f60dfD0f0c91013DCEa964E731f78665e"
"19","ChainlinkFRAX / USD (1%, 3600s)","Chainlink","FRAX","USD","•$0.99340","(7)","0xE939...67921c","https://etherscan.io/address/0xE93999C098EC339E1CbcEB5bB0C1Fd37a867921c"
"19","ChainlinkFXS / USD (2%, 86400s)","Chainlink","FXS","USD","•$0.73161","(7)","0x473D...125B43","https://etherscan.io/address/0x473D85A00c3eC2393376CDDa6df3d9F978125B43"
"19","ChainlinkGRT / ETH (2%, 86400s)","Chainlink","GRT","WETH","•Error fetching price","(1)(6)","0xe322...41Cb32","https://etherscan.io/address/0xe322866b7290181Da7A1B9ad37f308519841Cb32"
"19","ChainlinkLDO / ETH (2%, 86400s)","Chainlink","LDO","WETH","•0.00019Ξ","(7)","0x3792...659D64","https://etherscan.io/address/0x3792AE101b15Eef45bF713b562383e0399659D64"
"19","ChainlinkLINK / ETH (1%, 21600s)","Chainlink","LINK","WETH","•0.00441Ξ","(7)","0xb142...cC4CDE","https://etherscan.io/address/0xb1428B0229F951d6d7d2B8921D6E72B895cC4CDE"
"19","ChainlinkLUSD / USD (1%, 86400s)","Chainlink","LUSD","USD","•Error fetching price","(1)(6)","0x470a...f1A092","https://etherscan.io/address/0x470a05A180dF40D3706032325Ea750eB6Af1A092"
"19","ChainlinkmETH / ETH (0.5%, 86400s)","Chainlink","mETH","WETH","•1.08184Ξ","(7)","0x6bF6...0ecaf6","https://etherscan.io/address/0x6bF6cc2d082273eF4f373Cb180e05d7D380ecaf6"
"19","ChainlinkMKR / ETH (1%, 86400s)","Chainlink","MKR","WETH","•0.42619Ξ","(7)","0x6248...0f99db","https://etherscan.io/address/0x6248E929E0AC57DD7812FFB33B4a30E85a0f99db"
"19","ChainlinkRDNT / USD (2%, 86400s)","Chainlink","RDNT","USD","•$0.01072","(7)","0xe0DB...EED566","https://etherscan.io/address/0xe0DBFd7c7E54006cDa3202f3D25006a8E7EED566"
"19","ChainlinkrswETH / ETH (0.5%, 86400s)","Chainlink","rswETH","WETH","•1.03501Ξ","(7)","0xcEa9...143073","https://etherscan.io/address/0xcEa9Db0E0602879DCcB2DC2D1Bb343B7f9143073"
"19","ChainlinkSNX / ETH (2%, 86400s)","Chainlink","SNX","WETH","•0.00015Ξ","(7)","0x40D2...48C618","https://etherscan.io/address/0x40D2162b799Ee21bF6E63e4ab81A40bf3048C618"
"19","ChainlinkSNX / USD (1%, 86400s)","Chainlink","SNX","USD","•$0.47916","(7)","0xf1D4...72984a","https://etherscan.io/address/0xf1D4711E64c0305DF167784541A7D2647d72984a"
"19","ChainlinkSTETH / ETH (0.5%, 86400s)","Chainlink","stETH","WETH","•0.99928Ξ","(7)","0x62B8...748b4f","https://etherscan.io/address/0x62B87e645D754F350DE58fd057889Fc2d6748b4f"
"20","ChainlinkSTG / USD (5%, 86400s)","Chainlink","STG","USD","•$0.12404","(7)","0x4247...5BFa57","https://etherscan.io/address/0x424775a622eE9156DeED13B627B9Abe08B5BFa57"
"20","ChainlinkSUSD / ETH (1%, 86400s)","Chainlink","sUSD","WETH","•0.00030Ξ","(7)","0x0f31...587f05","https://etherscan.io/address/0x0f316b9f0bf1FFBADFa131E7d605265Da3587f05"
"20","ChainlinkSUSHI / ETH (2%, 86400s)","Chainlink","SUSHI","WETH","•0.00010Ξ","(7)","0xE839...01ae81","https://etherscan.io/address/0xE8391F3556F19dd5e843361e8CACB073B401ae81"
"20","ChainlinkSUSHI / USD (1%, 86400s)","Chainlink","SUSHI","USD","•Error fetching price","(1)(6)","0xA4d8...69bF23","https://etherscan.io/address/0xA4d8c46DA4b7a73Faa058b36EfA305077569bF23"
"20","ChainlinkSWETH / ETH (0.5%, 86400s)","Chainlink","swETH","WETH","•1.09793Ξ","(7)","0x5b3A...dC8ddf","https://etherscan.io/address/0x5b3A993Bc8E33b2e2037f1BB70E3e771EcdC8ddf"
"20","ChainlinkTUSD / ETH (1%, 86400s)","Chainlink","TUSD","WETH","•0.00031Ξ","(7)","0x77D2...4e74c3","https://etherscan.io/address/0x77D22F93EFd26417B5CD6D5586A6728FFd4e74c3"
"20","ChainlinkUNI / ETH (2%, 86400s)","Chainlink","UNI","WETH","•0.00170Ξ","(7)","0xA74e...9391fE","https://etherscan.io/address/0xA74e9a856DD1bA260169BD577C9235Fb6e9391fE"
"20","ChainlinkUSDT / ETH (1%, 86400s)","Chainlink","USDT","WETH","•0.00031Ξ","(7)","0xc392...e87a78","https://etherscan.io/address/0xc3928c5AcE4c047053eBCf547F9d513261e87a78"
"20","ChainlinkWBTC / BTC (0.5%, 86400s)","Chainlink","WBTC","BTC","•0.99782₿","(7)","0xc38B...4Bc0d4","https://etherscan.io/address/0xc38B1ae5f9bDd68D44b354fD06b16488Be4Bc0d4"
"20","ChainlinkYFI / ETH (1%, 86400s)","Chainlink","YFI","WETH","•1.11716Ξ","(7)","0x43EA...7a9d25","https://etherscan.io/address/0x43EA4d02fE0a87D9e7E8069e7b2fA017207a9d25"
"20","ChainlinkYFI / USD (1%, 86400s)","Chainlink","YFI","USD","•Error fetching price","(1)(6)","0x5ADf...287405","https://etherscan.io/address/0x5ADf279fb4C4dEb1781e84A06FE2ff7219287405"
"20","PythCrypto.1INCH/USD (120s, ±300bps)","Pyth","1INCH","USD","•Error fetching price","(11)","0x6F79...61EE9D","https://etherscan.io/address/0x6F79C23D482EA6d2B075092289aefB86E761EE9D"
"20","PythCrypto.AAVE/USD (120s, ±300bps)","Pyth","AAVE","USD","•Error fetching price","(11)","0xFa90...71873E","https://etherscan.io/address/0xFa908c9B6F91523D563Ca8660F50c49b9571873E"
"20","Pythunknown feed (120s, ±300bps)","Pyth","EURA","USD","•Error fetching price","(3)(8)","0x36e2...B77aA9","https://etherscan.io/address/0x36e2FA4A545bfda4c5cDaF1d28dc3C138bB77aA9"
