Page,Provider,Provider Info,Base,Quote,Price,Checks,Address,Address Link
"7","Fixed Rate1:1 USDM/USD","Fixed Rate","USDM","USD","•$0.00000","(7)","0x16a1...1fA5d4","https://etherscan.io/address/0x16a18A08d88B38a09a4bb86d378B79fAaF1fA5d4"
"7","PythCrypto.USDS/USD (120s, ±300bps)","Pyth","USDS","USD","•$0.00000","(11)","0xfa6a...17E2b4","https://etherscan.io/address/0xfa6a85C68E762C94f05d9314e8214cA73F17E2b4"
"7","PythCrypto.DAI/USD (120s, ±300bps)","Pyth","DAI","USD","•$0.00000","(11)","0x4E33...5bF676","https://etherscan.io/address/0x4E33D9874EbB7847C9C11E47aEEa8D3F215bF676"
"7","PythCrypto.DEUSD/USD (120s, ±300bps)","Pyth","deUSD","USD","•$0.00000","(11)","0xB74D...F7226F","https://etherscan.io/address/0xB74D6752e40068ECA198A66DB97AFBcD00F7226F"
"7","MidasMidas mBASIS/USD Oracle","Midas","mBASIS","USD","•$0.00000","(1)(6)","0xfd63...8BF8bb","https://etherscan.io/address/0xfd63eED8Db6F5Bae46B2860C4B8a8a07eD8BF8bb"
"7","CrossPT-USD0++-30JAN2025/bUSD0/USD","Cross","PT-USD0++-30JAN2025","USD","•$0.00000","(7)","0xCaB6...2e68F4","https://etherscan.io/address/0xCaB67D0C1F30c961754466818DD333f3902e68F4"
"7","CrossPT-sUSDE-29MAY2025/USDe/USD","Cross","PT-sUSDE-29MAY2025","USD","•$0.00000","(7)","0xa0a9...F1Edd7","https://etherscan.io/address/0xa0a9511fCb0FCC9Ea046abb417A2703D62F1Edd7"
"8","CrossPT-USDe-27MAR2025/USDe/USD","Cross","PT-USDe-27MAR2025","USD","•Error fetching price","(7)","0x301a...C04685","https://etherscan.io/address/0x301a937a790dab07a3B59DbbB9AE9c4aF6C04685"
"8","CrosscbETH/WETH/USD","Cross","cbETH","USD","•Error fetching price","(7)","0xafDB...e0C127","https://etherscan.io/address/0xafDB48aa701eA15aD1d670B5fA65a84358e0C127"
"8","CrossweETH/WETH/USD","Cross","weETH","USD","•Error fetching price","(7)","0x3FbF...437637","https://etherscan.io/address/0x3FbFf9a3B7f95aD64AFD57f6B43EC0C86D437637"
"8","CrossezETH/WETH/USD","Cross","ezETH","USD","•Error fetching price","(7)","0xF8e4...6e6E9E","https://etherscan.io/address/0xF8e463FCd5DC5AE5E1aA0c4388322279D66e6E9E"
"8","CrossrETH/WETH/USD","Cross","rETH","USD","•Error fetching price","(7)","0xeb3E...68c4ec","https://etherscan.io/address/0xeb3Ed6A68C69659BfF24A4b996644aaCba68c4ec"
"8","CrossmETH/WETH/USD","Cross","mETH","USD","•Error fetching price","(7)","0xDACb...6C227F","https://etherscan.io/address/0xDACb0d070C6Fa0ff849854f8041f1D10376C227F"
"8","CrossrsETH/WETH/USD","Cross","rsETH","USD","•Error fetching price","(7)","0xc440...E64c6B","https://etherscan.io/address/0xc4406E4a14D2c0378952649BF56716A39CE64c6B"
"8","CrossETHx/WETH/USD","Cross","ETHx","USD","•Error fetching price","(7)","0xe8D2...572812","https://etherscan.io/address/0xe8D2937D7401002483B06aDfb2940f61A0572812"
"8","CrossLBTC/BTC/USD","Cross","LBTC","USD","•Error fetching price","(7)","0xe4E1...A4dc93","https://etherscan.io/address/0xe4E191d97A5e96BDBF8092311dfCACE752A4dc93"
"8","CrossSolvBTC/BTC/USD","Cross","SolvBTC","USD","•Error fetching price","(7)","0x85A8...F3d201","https://etherscan.io/address/0x85A8D8Ec25Ab860a06b70089Efc8EAB0E3F3d201"
"8","CrossPT-wstUSR-27MAR2025/USR/USD","Cross","PT-wstUSR-27MAR2025","USD","•$1","(7)","0xE8B7...4A5Bf3","https://etherscan.io/address/0xE8B7516715258aea8c3d3f83c5AbbdAbc14A5Bf3"
"8","ResolvResolv RLP/USD Oracle","Resolv","RLP","USD","•$1.26785","(1)(6)","0xA9A2...349110","https://etherscan.io/address/0xA9A2CF56174528b84e8167f92048bE93DE349110"
"8","PendleUnknown pool","Pendle","PT-wstUSR-27MAR2025","USR","•1","(7)","0x098B...5c7A4c","https://etherscan.io/address/0x098B76Fc7D7488C5d567D28540497cA7785c7A4c"
"8","CrossynETH/WETH/USD","Cross","ynETH","USD","•$3403.36","(7)","0x2A0c...66C5Dd","https://etherscan.io/address/0x2A0cda8Da0c1601A4B1581DA8FfBc50d8066C5Dd"
"8","RedStoneberaSTONE_FUNDAMENTAL (0.5%, 86400s)","RedStone","beraSTONE","WETH","•1.00502Ξ","(7)","0x9654...db4b73","https://etherscan.io/address/0x9654114E3d2F62BC959B69365B97d8bc03db4b73"
"8","Fixed Rate1:1 USDC/USD","Fixed Rate","USDC","USD","•$1","(7)","0x2be3...e1414A","https://etherscan.io/address/0x2be3c0051a6e32de5a17543F71D68826eBe1414A"
"8","Fixed Rate1:1 cUSDOUSDC/USD","Fixed Rate","cUSDOUSDC","USD","•$1","(1)(6)","0xCF41...378631","https://etherscan.io/address/0xCF4124DEC902765BD8dAB56c883eDC8bc2378631"
"8","Fixed Rate1:1 USDO/USD","Fixed Rate","USDO","USD","•$1","(7)","0x53bE...8EB56E","https://etherscan.io/address/0x53bE6a5E436A6Aa591161d62Caa573511F8EB56E"
"8","Fixed Rate1:1 bUSD0/USD","Fixed Rate","bUSD0","USD","•$1","(7)","0x16a8...Ade027","https://etherscan.io/address/0x16a8760feB814AfC9e3748d09A46f602C8Ade027"
"8","MidasMidas mEDGE/USD Oracle","Midas","mEDGE","USD","•$1.08043","(1)(6)","0xC822...18d889","https://etherscan.io/address/0xC8228b83F1d97a431A48bd9Bc3e971c8b418d889"
"9","MidasMidas mMEV/USD Oracle","Midas","mMEV","USD","•$1.09585","(1)(6)","0xF5C2...802937","https://etherscan.io/address/0xF5C2DfD1740D18aD7cf23FBA76cc11d877802937"
"9","PythCrypto.SAFE/USD (120s, ±300bps)","Pyth","SAFE","USD","•$0.15247","(11)","0xcB89...2e7cF9","https://etherscan.io/address/0xcB89a692E8233636FDc0033E948dede9762e7cF9"
"9","CrosswstETH/WETH/USD","Cross","wstETH","USD","•$3960.05","(7)","0x6FA8...58C957","https://etherscan.io/address/0x6FA8E73139E3e9dbcF3be9D3f185Ffbc2F58C957"
"9","ChainlinkUSDS / USD (0.3%, 82800s)","Chainlink","USDS","USD","•$0.99966","(7)","0xD0dA...7Ff967","https://etherscan.io/address/0xD0dAb9eDb2b1909802B03090eFBF14743E7Ff967"
"9","CrossinwstETHs/wstETH/WETH","Cross","inwstETHs","WETH","•1.22163Ξ","(7)","0x7719...6f6DE3","https://etherscan.io/address/0x771929005d113b49849AC89C4315E977146f6DE3"
"9","CrosstETH/wstETH/USD","Cross","tETH","USD","•$3982.25","(7)","0x74b7...FA313d","https://etherscan.io/address/0x74b77011c244bD7EDff34E4cbf23fe41DeFA313d"
"9","Rate ProviderinwstETHs/wstETH","Rate Provider","inwstETHs","wstETH","•Error fetching price","(1)(5)","0xB572...C6C9F5","https://etherscan.io/address/0xB572C563F6F900682F42E07e5ACa55564EC6C9F5"
"9","PendleUnknown pool","Pendle","PT-wstUSR-25SEP2025","USR","•1","(7)","0xA436...7982f2","https://etherscan.io/address/0xA436dF7C3a77D88D1eC9275B5744BdCC187982f2"
"9","CrossPT-USR-29MAY2025/USR/USD","Cross","PT-USR-29MAY2025","USD","•$1","(7)","0xF2b8...f08b91","https://etherscan.io/address/0xF2b8616744502851343c52DA76e9adFb97f08b91"
"9","CrossPT-wstUSR-25SEP2025/USR/USD","Cross","PT-wstUSR-25SEP2025","USD","•$1","(7)","0x255B...1A3E1C","https://etherscan.io/address/0x255Bee201D2526BBf2753DF6A6057f23431A3E1C"
"9","CrossPT-USR-29MAY2025/USR/USD","Cross","PT-USR-29MAY2025","USD","•Error fetching price","(1)(6)","0xf603...a497FE","https://etherscan.io/address/0xf6031057dbaBDF4792F12a732820d90165a497FE"
"9","CrossPT-USR-29MAY2025/USR/USD","Cross","PT-USR-29MAY2025","USD","•$1","(1)(6)","0x0384...C3c9d2","https://etherscan.io/address/0x0384078cfC17Efc6DC346a5370ADDd7f09C3c9d2"
"9","ChainlinkcbBTC / USD (2%, 86400s)","Chainlink","tacBTC","USD","•$92014.3","(1)(6)","0x8362...E26f9B","https://etherscan.io/address/0x8362740fb4552e379266Ba642996FF81B8E26f9B"
"9","ChainlinkETH / USD (0.5%, 3600s)","Chainlink","tacETH","USD","•$3246.28","(1)(6)","0x408F...888380","https://etherscan.io/address/0x408F546f18eA0A21fd3ea311Dd02c69Ac9888380"
"9","ChainlinkUSDC / USD (0.25%, 82800s)","Chainlink","tacUSD","USD","•$0.99989","(1)(6)","0xd782...67AF50","https://etherscan.io/address/0xd782D26c98892F5bEb50222d23c488fA4067AF50"
"9","CrossPT-eUSDE-29MAY2025/USDe/USD","Cross","PT-eUSDE-29MAY2025","USD","•$0.99933","(7)","0xe590...AFD1b4","https://etherscan.io/address/0xe5908cBd7B3bc2648B32cE3dc8DfAd4d83AFD1b4"
"9","CrossPT-LBTC-26JUN2025/LBTC/USD","Cross","PT-LBTC-26JUN2025","USD","•$92250.7","(7)","0x74B2...f3FC1e","https://etherscan.io/address/0x74B221fAC3000e94A3618357ddA27d8333f3FC1e"
"9","CrossPT-EBTC-26JUN2025/eBTC/USD","Cross","PT-EBTC-26JUN2025","USD","•$92250.7","(7)","0x0505...286d4E","https://etherscan.io/address/0x0505C3f2B1c74ad84f4556a0b5a73386E6286d4E"
"9","MidasMidas mRe7YIELD/USD Oracle","Midas","mRe7YIELD","USD","•$1.08475","(1)(6)","0xAfa2...BB8823","https://etherscan.io/address/0xAfa2995d5D027E4E47C82B620B257A3CE8BB8823"
"9","Fixed Rate1:1 USDC/USD","Fixed Rate","USDC","USD","•$1","(7)","0xB92B...fFe0b2","https://etherscan.io/address/0xB92B9341be191895e8C68b170aC4528839fFe0b2"
"10","Fixed Rate1:1 USDT/USD","Fixed Rate","USDT","USD","•$1","(7)","0x575F...c89f8A","https://etherscan.io/address/0x575Ffc02361368A2708c00bC7e299d1cD1c89f8A"
"10","Fixed Rate1:1 USDtb/USD","Fixed Rate","USDtb","USD","•$1","(7)","0x16Fc...C0242E","https://etherscan.io/address/0x16FcC1d29833B4C46Fa7c7232B0C613034C0242E"
"10","Fixed Rate1:1 sBUIDL/USD","Fixed Rate","sBUIDL","USD","•$1","(7)","0xe8a7...58c033","https://etherscan.io/address/0xe8a784f4BdCd4707BAF4068e72887888Ad58c033"
"10","UnknownUnknown AggregatorV3 Feed","Unknown","USYC","USD","•$1.11008","(1)(6)","0x6178...772822","https://etherscan.io/address/0x617889fED99d725831305d13b86Ecc110D772822"
"10","Fixed Rate1:1.074 wUSDM/USD","Fixed Rate","wUSDM","USD","•$1.074","(1)(6)","0x73BF...d8c44c","https://etherscan.io/address/0x73BF80c6E9812F8Ebc3dc4cBE45247e631d8c44c"
"10","Fixed Rate1:1.019 wUSDL/USD","Fixed Rate","wUSDL","USD","•$1.019","(1)(6)","0xCD82...A38C33","https://etherscan.io/address/0xCD8204b02b74AdE1461F5Aa7794A2D6E91A38C33"
"10","Fixed Rate1:1.021 mTBILL/USD","Fixed Rate","mTBILL","USD","•$1.021","(1)(6)","0x073E...2eae71","https://etherscan.io/address/0x073E9Bd08E2053ac1748B7a698bae874232eae71"
"10","Fixed Rate1:1 USN/USD","Fixed Rate","USN","USD","•$1","(1)(6)","0xBd15...A421b0","https://etherscan.io/address/0xBd154793659D1E6ea0C58754cEd6807059A421b0"
"10","CrossPENDLE-LPT/cUSDO/USD","Cross","PENDLE-LPT","USD","•Error fetching price","(1)(6)","0xa3c3...E11DB4","https://etherscan.io/address/0xa3c3c8A2592273C9914cb972A7e1eF72a7E11DB4"
"10","CrossPT-cUSDO-19JUN2025/USDO/USD","Cross","PT-cUSDO-19JUN2025","USD","•$1","(7)","0xB3DF...28aC8F","https://etherscan.io/address/0xB3DF99fff1f803f1a505AF97F18FBf6C5B28aC8F"
"10","CrossPT-sUSDE-31JUL2025/USDe/USD","Cross","PT-sUSDE-31JUL2025","USD","•$0.99935","(7)","0x1D6B...1Fd361","https://etherscan.io/address/0x1D6Ba68E8a98C1afB9983976b39eFd877b1Fd361"
"10","CrossWBTC/BTC/USD","Cross","WBTC","USD","•$92303.8","(7)","0x8e8C...04CD4e","https://etherscan.io/address/0x8e8Cfcbe490da27032a6EDAcb6a8436be904CD4e"
"10","CrosscbBTC/BTC/USD","Cross","cbBTC","USD","•$92303.8","(7)","0xD015...f62EFA","https://etherscan.io/address/0xD0156A894f2D14b127a8C37360D6879891f62EFA"
"10","Fixed Rate1:1 rUSD/USD","Fixed Rate","rUSD","USD","•$1","(7)","0x01dB...eE33EE","https://etherscan.io/address/0x01dBD40296C232C2C58c99Ff69084B256BeE33EE"
"10","CrosssrUSD/rUSD/USD","Cross","srUSD","USD","•$1.11738","(7)","0xd54B...96173e","https://etherscan.io/address/0xd54Bc197150487A40D4eBd4Fb215CA4fA996173e"
"10","CrossPT-syrupUSDC-28AUG2025/USDC/USD","Cross","PT-syrupUSDC-28AUG2025","USD","•$0.99985","(7)","0xee30...f430a2","https://etherscan.io/address/0xee307d24A721f418a57a494a85c29a0e81f430a2"
"10","Fixed Rate1:1 USDC/USD","Fixed Rate","USDC","USD","•$1","(7)","0xD356...c3D4B8","https://etherscan.io/address/0xD35657aE033A86FFa8fc6Bc767C5eb57C7c3D4B8"
"10","PendleUnknown pool","Pendle","PT-mEDGE-31JUL2025","USD","•$1","(7)","0xE819...c69A15","https://etherscan.io/address/0xE8192eFBf40fAa247f1C4fB792d986057Fc69A15"
"10","PendleUnknown pool","Pendle","PT-mMEV-31JUL2025","USD","•$1","(7)","0x8C6B...A650f0","https://etherscan.io/address/0x8C6BA8c189FC9f88Fc72533Ea60B9C4134A650f0"
"10","Fixed Rate1:1 lvlUSD/USD","Fixed Rate","lvlUSD","USD","•$1","(7)","0x3540...c2127B","https://etherscan.io/address/0x35402e99763FC9Ed16f4D559eA7D87A18Ac2127B"
"11","PendleUnknown pool","Pendle","PT-lvlUSD-25SEP2025","USD","•$0.00000","(7)","0xc6Be...18ae6E","https://etherscan.io/address/0xc6Be2c0025e372322879dc5c57c34C671918ae6E"
"11","PendleUnknown pool","Pendle","PT-slvlUSD-25SEP2025","USD","•$0.00000","(7)","0x372D...671fb7","https://etherscan.io/address/0x372D1116058A71fE45163f51BF1da4B10a671fb7"
"11","CrossPT-USN-31JUL2025/USN/USD","Cross","PT-USN-31JUL2025","USD","•$0.00000","(1)(6)","0xDeBe...516385","https://etherscan.io/address/0xDeBe44B5c7ebd73301Ea3eCAa5ef35412b516385"
"11","CrossPT-eUSDE-14AUG2025/USDe/USD","Cross","PT-eUSDE-14AUG2025","USD","•$0.00000","(7)","0xc47F...636d1e","https://etherscan.io/address/0xc47FE334817371bbC1a131f8Df2b23Aec9636d1e"
"11","CrossPT-RLP-4SEP2025/USDC/USD","Cross","PT-RLP-4SEP2025","USD","•$0.00000","(7)","0x727E...eE8b2F","https://etherscan.io/address/0x727E36cb0743A25557219d5ECC313b0F93eE8b2F"
"11","Fixed Rate1:1 PT-cUSDO-19JUN2025/USD","Fixed Rate","PT-cUSDO-19JUN2025","USD","•$0.00000","(1)(6)","0x0904...78f32F","https://etherscan.io/address/0x0904E628C9D1B86C9745185E2587798F5d78f32F"
"11","Fixed Rate1:1 cUSDO/USD","Fixed Rate","cUSDO","USD","•$0.00000","(1)(6)","0xdF6c...E89973","https://etherscan.io/address/0xdF6c35F98Cf455da07c86035C37Fdf83F3E89973"
"11","CrossPT-sUSN-31JUL2025/USN/USD","Cross","PT-sUSN-31JUL2025","USD","•$0.00000","(1)(6)","0x6338...9241A7","https://etherscan.io/address/0x633804CD0b2E30f9002b50861f7654d89B9241A7"
"11","CrossPT-USDS-14AUG2025/USDS/USD","Cross","PT-USDS-14AUG2025","USD","•$0.00000","(7)","0x92d8...37B570","https://etherscan.io/address/0x92d8B31F5BCB01134a8Ba7C7fd8277E30e37B570"
"11","CrossPT-cUSDO-20NOV2025/USDO/USD","Cross","PT-cUSDO-20NOV2025","USD","•$0.00000","(7)","0x6732...Ec53F4","https://etherscan.io/address/0x673222872a407775feab95a7A98F930A2cEc53F4"
"11","PythCrypto.BOLD/USD (120s, ±300bps)","Pyth","BOLD","USD","•$0.00000","(1)(10)","0x0A05...422413","https://etherscan.io/address/0x0A05B3Bca6863b194B9B4555706DBb0305422413"
"11","ChainlinkRLUSD / USD (0.3%, 86400s)","Chainlink","RLUSD","USD","•$0.00000","(1)(6)","0xEC56...9deEDC","https://etherscan.io/address/0xEC5658937fb08a9105016f181A1C833d859deEDC"
"11","CrossUSP/USDC/USD","Cross","USP","USD","•$0.00000","(1)(6)","0xD123...0bE12A","https://etherscan.io/address/0xD12367eEe89735696b6Ae93D314E1787ef0bE12A"
"11","CrossPT-USR-4SEP2025/USR/USD","Cross","PT-USR-4SEP2025","USD","•$0.00000","(7)","0xB2aC...449dB2","https://etherscan.io/address/0xB2aC09dAF497D660cB3A8D73823D6bBA94449dB2"
"11","Fixed Rate1:1 USDf/USD","Fixed Rate","USDf","USD","•$0.00000","(1)(6)","0xEd8e...a1bec4","https://etherscan.io/address/0xEd8e9151602E40233D358d6C323d9F9717a1bec4"
"11","PendleUnknown pool","Pendle","PT-sUSDf-25SEP2025","USD","•$0.00000","(1)(6)","0x2141...1b16ba","https://etherscan.io/address/0x21414e20FBEf2c2212f2C658Aa42657EeA1b16ba"
"11","Fixed Rate1:1 DOLA/USD","Fixed Rate","DOLA","USD","•$0.00000","(1)(6)","0x6E91...9bcb36","https://etherscan.io/address/0x6E91fBd747B6bEa1720b324c54Fb66a1619bcb36"
"11","Fixed Rate1:1 YU/USD","Fixed Rate","YU","USD","•$0.00000","(1)(6)","0xFc9A...F604B6","https://etherscan.io/address/0xFc9A5a244935CE0d62F1C1aFE8EFf0299cF604B6"
"11","PendleUnknown pool","Pendle","PT-YU-4SEP2025","USD","•$0.00000","(1)(6)","0x0bE8...aa0387","https://etherscan.io/address/0x0bE8Db7a0e2867A64a7f15de28cb178C28aa0387"
"11","CrossUSP/USDC/USD","Cross","USP","USD","•$0.00000","(7)","0x8a72...34FEd2","https://etherscan.io/address/0x8a72e5B9e21FeAa2d810606531DdF2363C34FEd2"
"12","CrossPT-USD0++-27NOV2025/bUSD0/USD","Cross","PT-USD0++-27NOV2025","USD","•$0.92000","(1)(6)","0x62b1...B25F61","https://etherscan.io/address/0x62b1dEb38EaD3fE18110f0EeD52E04626DB25F61"
"12","PendlehgETH","Pendle","PT-hgETH-25JUN2026","WETH","•0.96698Ξ","(7)","0x0A52...a776f3","https://etherscan.io/address/0x0A521133C4F6505Dd730be3296cB48E4D8a776f3"
"12","Rate ProviderpufETH/WETH","Rate Provider","pufETH","WETH","•1.06347Ξ","(6)","0x49e4...c5c455","https://etherscan.io/address/0x49e4d0aEa709F69EcB25b1F7D9Bd44c4d9c5c455"
"12","Rate ProviderxPufETH/WETH","Rate Provider","xPufETH","WETH","•1.06347Ξ","(6)","0xFE0F...4DDfDB","https://etherscan.io/address/0xFE0Ff10BF1837843250E18C820Db06C0464DDfDB"
"12","Rate ProviderrsETH/WETH","Rate Provider","rsETH","WETH","•1.06034Ξ","(6)","0x013F...5451b5","https://etherscan.io/address/0x013F30a593718D962c0CeeDe0a66f5f9EF5451b5"
"12","PendleUnknown pool","Pendle","PT-sBOLD-27NOV2025","sBOLD","•1","(1)(6)","0x6763...043d8b","https://etherscan.io/address/0x6763815279867d06A9aB3a2D6c39Fc37Bf043d8b"
"12","ChainlinkRLUSD / USD (0.3%, 86400s)","Chainlink","RLUSD","USD","•$0.99990","(7)","0x3bDc...872970","https://etherscan.io/address/0x3bDcB804Fd42Ccb2B7Cf329fa07724bEcB872970"
"12","RedStoneUSDe/USD (0.2%, 86400s)","RedStone","USDe","USD","•$0.99938","(7)","0x9384...37221C","https://etherscan.io/address/0x93840A424aBc32549809Dd0Bc07cEb56E137221C"
"12","RedStoneUSDtb_FUNDAMENTAL/USD (0.1%, 86400s)","RedStone","USDtb","USD","•$1","(7)","0xE3Dc...17535E","https://etherscan.io/address/0xE3Dce6a38A529B97B69cA47778c933b61b17535E"
"12","CrossPT-USDe-31JUL2025/USDe/USD","Cross","PT-USDe-31JUL2025","USD","•$0.99938","(7)","0xD9DF...C8B66B","https://etherscan.io/address/0xD9DF01449BA6E3a4b2Ad2B4e92e9b5d6a7C8B66B"
"12","CrossPT-sUSDE-31JUL2025/USDe/USD","Cross","PT-sUSDE-31JUL2025","USD","•$0.99938","(7)","0x7351...1DA435","https://etherscan.io/address/0x7351d14F0D8Ad684302578e3f8F7D2bD161DA435"
"12","CrossPT-eUSDE-14AUG2025/USDe/USD","Cross","PT-eUSDE-14AUG2025","USD","•$0.99938","(7)","0x29E1...B36Ce8","https://etherscan.io/address/0x29E1163590EB05c84747edE225A11Ce555B36Ce8"
"12","CrossPT-syrupUSDC-28AUG2025/USDC/USD","Cross","PT-syrupUSDC-28AUG2025","USD","•$0.99989","(7)","0xe635...19f3F5","https://etherscan.io/address/0xe635E116D38ED5db736E620dD5c839a9A119f3F5"
"12","CrossPT-USDS-14AUG2025/USDS/USD","Cross","PT-USDS-14AUG2025","USD","•$0.99966","(7)","0x0110...Ed83f5","https://etherscan.io/address/0x011088B8725eef48cAdFf5fb290E186B2AEd83f5"
"12","CrossUSP/USDC/USD","Cross","USP","USD","•$1","(1)(6)","0x8424...77Ed0C","https://etherscan.io/address/0x8424db29b3f19a6B494d20cB3071669fd277Ed0C"
"12","Fixed Rate1:1 USP/USD","Fixed Rate","USP","USD","•$1","(7)","0x4cFa...c3b7c1","https://etherscan.io/address/0x4cFa6e2783C02Ce427d720e22e574C8C89c3b7c1"
"12","Fixed Rate1:1 USDS/USD","Fixed Rate","USDS","USD","•$1","(7)","0xF58F...BDd9f0","https://etherscan.io/address/0xF58F4d2Cd0ee43624dc442e726871B115DBDd9f0"
"12","CrossPT-USDS-14AUG2025/USDS/USD","Cross","PT-USDS-14AUG2025","USD","•$1","(7)","0x5B12...f6B066","https://etherscan.io/address/0x5B12cE5FDaFb14399e0fFe6a5410fBEC63f6B066"
"12","CrossPT-sBOLD-27NOV2025/BOLD/USD","Cross","PT-sBOLD-27NOV2025","USD","•Error fetching price","(1)(6)","0x1e53...920A6A","https://etherscan.io/address/0x1e5337eF2DDA6Ec74a5275540C27499E44920A6A"
"12","CrossPT-sBOLD-1765325646/BOLD/USD","Cross","PT-sBOLD-1765325646","USD","•Error fetching price","(1)(6)","0x8DDe...F5729f","https://etherscan.io/address/0x8DDeda75327859777e5036aD6a98A6D2E8F5729f"
"13","CrossxUSD/USDC/USD","Cross","xUSD","USD","•Error fetching price","(7)","0x7330...40dC34","https://etherscan.io/address/0x733067E8a4d14f15F0c8148c60175b195140dC34"
"13","CrossPT-yUSD-7AUG2025/USDC/USD","Cross","PT-yUSD-7AUG2025","USD","•$0.87070","(7)","0x5Bc6...3a554C","https://etherscan.io/address/0x5Bc6C01611dC945eA2F05d9e5d670846bD3a554C"
"13","RedStoneBUIDL_FUNDAMENTAL/USD (0.1%, 86400s)","RedStone","BUIDL","USD","•$1","(1)(6)","0x1CF7...ed5Cd9","https://etherscan.io/address/0x1CF7192cF739675186653D453828C0A670ed5Cd9"
"13","CrossPT-USDe-25SEP2025/USDe/USD","Cross","PT-USDe-25SEP2025","USD","•$0.99938","(7)","0x1522...aAc6bb","https://etherscan.io/address/0x15226E1796C24a635A9662BFF2b8dc6Cc3aAc6bb"
"13","CrossPT-sUSDE-25SEP2025/USDe/USD","Cross","PT-sUSDE-25SEP2025","USD","•$0.99938","(7)","0xd6B5...1179c5","https://etherscan.io/address/0xd6B5eba2282836BFBd73d65Bf5203f91cc1179c5"
"13","CrossPT-tUSDe-25SEP2025/USDe/USD","Cross","PT-tUSDe-25SEP2025","USD","•$0.99938","(1)(6)","0x130e...0ffAeD","https://etherscan.io/address/0x130eABADA6f4C663095C8e9E276AB5DA670ffAeD"
"13","Fixed Rate1:1 aEthUSDC/USDC","Fixed Rate","aEthUSDC","USDC","•1","(2)(5)","0x242e...a0f9b0","https://etherscan.io/address/0x242ed4bFc5C2fdfc0b38F634F49b5e9fAFa0f9b0"
"13","CrosssUSDe/USD/USDC","Cross","sUSDe","USDC","•1.20882","(2)(5)","0x77Ab...d14220","https://etherscan.io/address/0x77Ab13B31d2B3Aa01438fB3532dE800191d14220"
"13","ChainlinkUSR / USD (0.5%, 86400s)","Chainlink","USR","USD","•$1.00029","(2)(5)","0xB706...935e71","https://etherscan.io/address/0xB7060A8485307Eee17EBbaEeb1bf74B5B8935e71"
"13","CrosswstUSR/USR/USD","Cross","wstUSR","USD","•$1.12337","(2)(5)","0x0072...3Ff43d","https://etherscan.io/address/0x007274F6E5615C1131C860D376309f2a663Ff43d"
"13","CrosswstUSR/USD/USDC","Cross","wstUSR","USDC","•1.12349","(2)(5)","0xbC3b...23D6b1","https://etherscan.io/address/0xbC3bf0CF1F81f0870636f45Af1E9023E9223D6b1"
"13","CrosswstETH/WETH/USDC","Cross","wstETH","USDC","•3980.72","(2)(5)","0x0c27...D4A29f","https://etherscan.io/address/0x0c27d5Ea733Dcd95AB3c5294621A0D9B2bD4A29f"
"13","CrosseBTC/USD/USDC","Cross","eBTC","USDC","•92495.8","(2)(5)","0xd3E5...326C84","https://etherscan.io/address/0xd3E5EfFb567b5CFecf89406B7773bbdFb5326C84"
"13","ChainlinkweETH / ETH (0.5%, 86400s)","Chainlink","weETH","WETH","•1.08284Ξ","(2)(5)","0xDf85...6AA8C9","https://etherscan.io/address/0xDf85e8BeA4d2Dfd0E9d85FF6B6D3Cbb3D86AA8C9"
"13","CrossWBTC/BTC/USD","Cross","WBTC","USD","•$92102.6","(2)(5)","0x5520...A5865F","https://etherscan.io/address/0x5520Ec29Ad87F9906beBC0f71FC6Fab5c6A5865F"
"13","CrossWBTC/USD/USDC","Cross","WBTC","USDC","•92112.8","(2)(5)","0x3314...9EBb74","https://etherscan.io/address/0x33141F6281F7F589100219D830AE57C95e9EBb74"
"13","CrossWETH/USD/USDC","Cross","WETH","USDC","•3241.96","(2)(5)","0xaa92...AF2b0c","https://etherscan.io/address/0xaa921500cC1048d234C78CDaCb7eFD8167AF2b0c"
"13","PendleUSDf","Pendle","PT-USDf-29JAN2026","USD","•$0.99001","(1)(6)","0x8221...401Fc1","https://etherscan.io/address/0x82214DeCe7cDA7EE19A4D627E3f134a5f2401Fc1"
"13","PendleUnknown pool","Pendle","PT-mEDGE-30OCT2025","USD","•$1","(1)(6)","0x7897...F27F35","https://etherscan.io/address/0x78978DF843d230b7E038241B9Ebe2Df2aDF27F35"
"13","PendleUnknown pool","Pendle","PT-mMEV-30OCT2025","USD","•$1","(1)(6)","0x8391...e9Bc11","https://etherscan.io/address/0x83910E00f7662146E01f61D555A0577187e9Bc11"
"14","RedStonehwHLP_FUNDAMENTAL/USD (1%, 86400s)","RedStone","hwHLP","USD","•$1.13328","(1)(6)","0x2b04...7e48B0","https://etherscan.io/address/0x2b04C8067D55203235baC0Db823b970e2d7e48B0"
"14","CrossPT-hwHLP-25SEP2025/hwHLP/USD","Cross","PT-hwHLP-25SEP2025","USD","•$1.12549","(1)(6)","0xF9dE...156cE6","https://etherscan.io/address/0xF9dE4293f3a11D657AC403a8985FC2f5dD156cE6"
"14","Fixed Rate1:0.0001 STRAT/WETH","Fixed Rate","STRAT","WETH","•0.00010Ξ","(2)(5)","0x53f9...E9C6dF","https://etherscan.io/address/0x53f9b8a69F1222218720aa6Ae91fE7004eE9C6dF"
"14","Unknown","Unknown","WETH","OETH","•1.00189","(2)(5)","0x9C8a...72f677","https://etherscan.io/address/0x9C8aEA3Caf522878Cdb75c939a52deEaBf72f677"
